"period","respondent","respondent-name","fueltype","type-name","value","value-units","type"
"2026-08-29T21","US48","United States Lower 48",NA,"Demand","652073","megawatthours","D"
"2026-08-29T20","US48","United States Lower 48",NA,"Demand","638155","megawatthours","D"
"2026-08-29T19","US48","United States Lower 48",NA,"Demand","621569","megawatthours","D"
"2026-08-29T18","US48","United States Lower 48",NA,"Demand","599518","megawatthours","D"
"2026-08-29T17","US48","United States Lower 48",NA,"Demand","573098","megawatthours","D"
"2026-08-29T16","US48","United States Lower 48",NA,"Demand","542433","megawatthours","D"
"2026-08-29T15","US48","United States Lower 48",NA,"Demand","508932","megawatthours","D"
"2026-08-29T14","US48","United States Lower 48",NA,"Demand","480545","megawatthours","D"
"2026-08-29T13","US48","United States Lower 48",NA,"Demand","460511","megawatthours","D"
"2026-08-29T12","US48","United States Lower 48",NA,"Demand","447889","megawatthours","D"
"2026-08-29T11","US48","United States Lower 48",NA,"Demand","449164","megawatthours","D"
"2026-08-29T10","US48","United States Lower 48",NA,"Demand","449542","megawatthours","D"
"2026-08-29T09","US48","United States Lower 48",NA,"Demand","455746","megawatthours","D"
"2026-08-29T08","US48","United States Lower 48",NA,"Demand","467217","megawatthours","D"
"2026-08-29T07","US48","United States Lower 48",NA,"Demand","483821","megawatthours","D"
"2026-08-29T06","US48","United States Lower 48",NA,"Demand","506438","megawatthours","D"
"2026-08-29T05","US48","United States Lower 48",NA,"Demand","533589","megawatthours","D"
"2026-08-29T04","US48","United States Lower 48",NA,"Demand","564253","megawatthours","D"
"2026-08-29T03","US48","United States Lower 48",NA,"Demand","595833","megawatthours","D"
"2026-08-29T02","US48","United States Lower 48",NA,"Demand","627762","megawatthours","D"
"2026-08-29T01","US48","United States Lower 48",NA,"Demand","652229","megawatthours","D"
"2026-08-29T00","US48","United States Lower 48",NA,"Demand","674288","megawatthours","D"
"2026-08-28T23","US48","United States Lower 48",NA,"Demand","694386","megawatthours","D"
"2026-08-28T22","US48","United States Lower 48",NA,"Demand","703435","megawatthours","D"
"2026-08-28T21","US48","United States Lower 48",NA,"Demand","703483","megawatthours","D"
"2026-08-28T20","US48","United States Lower 48",NA,"Demand","693968","megawatthours","D"
"2026-08-28T19","US48","United States Lower 48",NA,"Demand","678366","megawatthours","D"
"2026-08-28T18","US48","United States Lower 48",NA,"Demand","655041","megawatthours","D"
"2026-08-28T17","US48","United States Lower 48",NA,"Demand","627941","megawatthours","D"
"2026-08-28T16","US48","United States Lower 48",NA,"Demand","596316","megawatthours","D"
"2026-08-28T15","US48","United States Lower 48",NA,"Demand","562595","megawatthours","D"
"2026-08-28T14","US48","United States Lower 48",NA,"Demand","534475","megawatthours","D"
"2026-08-28T13","US48","United States Lower 48",NA,"Demand","514037","megawatthours","D"
"2026-08-28T12","US48","United States Lower 48",NA,"Demand","499444","megawatthours","D"
"2026-08-28T11","US48","United States Lower 48",NA,"Demand","486644","megawatthours","D"
"2026-08-28T10","US48","United States Lower 48",NA,"Demand","475912","megawatthours","D"
"2026-08-28T09","US48","United States Lower 48",NA,"Demand","473707","megawatthours","D"
"2026-08-28T08","US48","United States Lower 48",NA,"Demand","481907","megawatthours","D"
"2026-08-28T07","US48","United States Lower 48",NA,"Demand","497556","megawatthours","D"
"2026-08-28T06","US48","United States Lower 48",NA,"Demand","520147","megawatthours","D"
"2026-08-28T05","US48","United States Lower 48",NA,"Demand","545893","megawatthours","D"
"2026-08-28T04","US48","United States Lower 48",NA,"Demand","577284","megawatthours","D"
"2026-08-28T03","US48","United States Lower 48",NA,"Demand","611304","megawatthours","D"
"2026-08-28T02","US48","United States Lower 48",NA,"Demand","643542","megawatthours","D"
"2026-08-28T01","US48","United States Lower 48",NA,"Demand","669807","megawatthours","D"
"2026-08-28T00","US48","United States Lower 48",NA,"Demand","689073","megawatthours","D"
"2026-08-27T23","US48","United States Lower 48",NA,"Demand","699901","megawatthours","D"
"2026-08-27T22","US48","United States Lower 48",NA,"Demand","703003","megawatthours","D"
"2026-08-27T21","US48","United States Lower 48",NA,"Demand","697264","megawatthours","D"
"2026-08-27T20","US48","United States Lower 48",NA,"Demand","688761","megawatthours","D"
"2026-08-27T19","US48","United States Lower 48",NA,"Demand","674516","megawatthours","D"
"2026-08-27T18","US48","United States Lower 48",NA,"Demand","652383","megawatthours","D"
"2026-08-27T17","US48","United States Lower 48",NA,"Demand","626564","megawatthours","D"
"2026-08-27T16","US48","United States Lower 48",NA,"Demand","594703","megawatthours","D"
"2026-08-27T15","US48","United States Lower 48",NA,"Demand","566324","megawatthours","D"
"2026-08-27T14","US48","United States Lower 48",NA,"Demand","541912","megawatthours","D"
"2026-08-27T13","US48","United States Lower 48",NA,"Demand","522828","megawatthours","D"
"2026-08-27T12","US48","United States Lower 48",NA,"Demand","508092","megawatthours","D"
"2026-08-27T11","US48","United States Lower 48",NA,"Demand","494713","megawatthours","D"
"2026-08-27T10","US48","United States Lower 48",NA,"Demand","482685","megawatthours","D"
"2026-08-27T09","US48","United States Lower 48",NA,"Demand","482070","megawatthours","D"
"2026-08-27T08","US48","United States Lower 48",NA,"Demand","490744","megawatthours","D"
"2026-08-27T07","US48","United States Lower 48",NA,"Demand","507209","megawatthours","D"
"2026-08-27T06","US48","United States Lower 48",NA,"Demand","530369","megawatthours","D"
"2026-08-27T05","US48","United States Lower 48",NA,"Demand","557196","megawatthours","D"
"2026-08-27T04","US48","United States Lower 48",NA,"Demand","588500","megawatthours","D"
"2026-08-27T03","US48","United States Lower 48",NA,"Demand","624467","megawatthours","D"
"2026-08-27T02","US48","United States Lower 48",NA,"Demand","658595","megawatthours","D"
"2026-08-27T01","US48","United States Lower 48",NA,"Demand","683502","megawatthours","D"
"2026-08-27T00","US48","United States Lower 48",NA,"Demand","700600","megawatthours","D"
"2026-08-26T23","US48","United States Lower 48",NA,"Demand","712421","megawatthours","D"
"2026-08-26T22","US48","United States Lower 48",NA,"Demand","714014","megawatthours","D"
"2026-08-26T21","US48","United States Lower 48",NA,"Demand","704585","megawatthours","D"
"2026-08-26T20","US48","United States Lower 48",NA,"Demand","688347","megawatthours","D"
"2026-08-26T19","US48","United States Lower 48",NA,"Demand","669735","megawatthours","D"
"2026-08-26T18","US48","United States Lower 48",NA,"Demand","647549","megawatthours","D"
"2026-08-26T17","US48","United States Lower 48",NA,"Demand","621236","megawatthours","D"
"2026-08-26T16","US48","United States Lower 48",NA,"Demand","589977","megawatthours","D"
"2026-08-26T15","US48","United States Lower 48",NA,"Demand","556129","megawatthours","D"
"2026-08-26T14","US48","United States Lower 48",NA,"Demand","526456","megawatthours","D"
"2026-08-26T13","US48","United States Lower 48",NA,"Demand","508293","megawatthours","D"
"2026-08-26T12","US48","United States Lower 48",NA,"Demand","495973","megawatthours","D"
"2026-08-26T11","US48","United States Lower 48",NA,"Demand","482716","megawatthours","D"
"2026-08-26T10","US48","United States Lower 48",NA,"Demand","469885","megawatthours","D"
"2026-08-26T09","US48","United States Lower 48",NA,"Demand","471359","megawatthours","D"
"2026-08-26T08","US48","United States Lower 48",NA,"Demand","479039","megawatthours","D"
"2026-08-26T07","US48","United States Lower 48",NA,"Demand","495717","megawatthours","D"
"2026-08-26T06","US48","United States Lower 48",NA,"Demand","520349","megawatthours","D"
"2026-08-26T05","US48","United States Lower 48",NA,"Demand","549352","megawatthours","D"
"2026-08-26T04","US48","United States Lower 48",NA,"Demand","582195","megawatthours","D"
"2026-08-26T03","US48","United States Lower 48",NA,"Demand","618233","megawatthours","D"
"2026-08-26T02","US48","United States Lower 48",NA,"Demand","653556","megawatthours","D"
"2026-08-26T01","US48","United States Lower 48",NA,"Demand","679062","megawatthours","D"
"2026-08-26T00","US48","United States Lower 48",NA,"Demand","693587","megawatthours","D"
"2026-08-25T23","US48","United States Lower 48",NA,"Demand","703184","megawatthours","D"
"2026-08-25T22","US48","United States Lower 48",NA,"Demand","700770","megawatthours","D"
"2026-08-25T21","US48","United States Lower 48",NA,"Demand","688864","megawatthours","D"
"2026-08-25T20","US48","United States Lower 48",NA,"Demand","671998","megawatthours","D"
"2026-08-25T19","US48","United States Lower 48",NA,"Demand","650911","megawatthours","D"
"2026-08-25T18","US48","United States Lower 48",NA,"Demand","627909","megawatthours","D"
"2026-08-25T17","US48","United States Lower 48",NA,"Demand","600159","megawatthours","D"
"2026-08-25T16","US48","United States Lower 48",NA,"Demand","572351","megawatthours","D"
"2026-08-25T15","US48","United States Lower 48",NA,"Demand","543801","megawatthours","D"
"2026-08-25T14","US48","United States Lower 48",NA,"Demand","517760","megawatthours","D"
"2026-08-25T13","US48","United States Lower 48",NA,"Demand","500166","megawatthours","D"
"2026-08-25T12","US48","United States Lower 48",NA,"Demand","488028","megawatthours","D"
"2026-08-25T11","US48","United States Lower 48",NA,"Demand","475314","megawatthours","D"
"2026-08-25T10","US48","United States Lower 48",NA,"Demand","464528","megawatthours","D"
"2026-08-25T09","US48","United States Lower 48",NA,"Demand","462255","megawatthours","D"
"2026-08-25T08","US48","United States Lower 48",NA,"Demand","470714","megawatthours","D"
"2026-08-25T07","US48","United States Lower 48",NA,"Demand","487496","megawatthours","D"
"2026-08-25T06","US48","United States Lower 48",NA,"Demand","509773","megawatthours","D"
"2026-08-25T05","US48","United States Lower 48",NA,"Demand","537939","megawatthours","D"
"2026-08-25T04","US48","United States Lower 48",NA,"Demand","571095","megawatthours","D"
"2026-08-25T03","US48","United States Lower 48",NA,"Demand","608346","megawatthours","D"
"2026-08-25T02","US48","United States Lower 48",NA,"Demand","642123","megawatthours","D"
"2026-08-25T01","US48","United States Lower 48",NA,"Demand","665393","megawatthours","D"
"2026-08-25T00","US48","United States Lower 48",NA,"Demand","679926","megawatthours","D"
"2026-08-24T23","US48","United States Lower 48",NA,"Demand","690277","megawatthours","D"
"2026-08-24T22","US48","United States Lower 48",NA,"Demand","690542","megawatthours","D"
"2026-08-24T21","US48","United States Lower 48",NA,"Demand","680984","megawatthours","D"
"2026-08-24T20","US48","United States Lower 48",NA,"Demand","666002","megawatthours","D"
"2026-08-24T19","US48","United States Lower 48",NA,"Demand","649657","megawatthours","D"
"2026-08-24T18","US48","United States Lower 48",NA,"Demand","626896","megawatthours","D"
"2026-08-24T17","US48","United States Lower 48",NA,"Demand","600577","megawatthours","D"
"2026-08-24T16","US48","United States Lower 48",NA,"Demand","573078","megawatthours","D"
"2026-08-24T15","US48","United States Lower 48",NA,"Demand","542973","megawatthours","D"
"2026-08-24T14","US48","United States Lower 48",NA,"Demand","517308","megawatthours","D"
"2026-08-24T13","US48","United States Lower 48",NA,"Demand","498197","megawatthours","D"
"2026-08-24T12","US48","United States Lower 48",NA,"Demand","483826","megawatthours","D"
"2026-08-24T11","US48","United States Lower 48",NA,"Demand","470615","megawatthours","D"
"2026-08-24T10","US48","United States Lower 48",NA,"Demand","457767","megawatthours","D"
"2026-08-24T09","US48","United States Lower 48",NA,"Demand","454708","megawatthours","D"
"2026-08-24T08","US48","United States Lower 48",NA,"Demand","462087","megawatthours","D"
"2026-08-24T07","US48","United States Lower 48",NA,"Demand","477368","megawatthours","D"
"2026-08-24T06","US48","United States Lower 48",NA,"Demand","498723","megawatthours","D"
"2026-08-24T05","US48","United States Lower 48",NA,"Demand","525495","megawatthours","D"
"2026-08-24T04","US48","United States Lower 48",NA,"Demand","556626","megawatthours","D"
"2026-08-24T03","US48","United States Lower 48",NA,"Demand","590705","megawatthours","D"
"2026-08-24T02","US48","United States Lower 48",NA,"Demand","623844","megawatthours","D"
"2026-08-24T01","US48","United States Lower 48",NA,"Demand","646394","megawatthours","D"
"2026-08-24T00","US48","United States Lower 48",NA,"Demand","660536","megawatthours","D"
"2026-08-23T23","US48","United States Lower 48",NA,"Demand","669296","megawatthours","D"
"2026-08-23T22","US48","United States Lower 48",NA,"Demand","665548","megawatthours","D"
"2026-08-23T21","US48","United States Lower 48",NA,"Demand","654488","megawatthours","D"
"2026-08-23T20","US48","United States Lower 48",NA,"Demand","641019","megawatthours","D"
"2026-08-23T19","US48","United States Lower 48",NA,"Demand","623398","megawatthours","D"
"2026-08-23T18","US48","United States Lower 48",NA,"Demand","600462","megawatthours","D"
"2026-08-23T17","US48","United States Lower 48",NA,"Demand","572827","megawatthours","D"
"2026-08-23T16","US48","United States Lower 48",NA,"Demand","541909","megawatthours","D"
"2026-08-23T15","US48","United States Lower 48",NA,"Demand","506757","megawatthours","D"
"2026-08-23T14","US48","United States Lower 48",NA,"Demand","478245","megawatthours","D"
"2026-08-23T13","US48","United States Lower 48",NA,"Demand","456224","megawatthours","D"
"2026-08-23T12","US48","United States Lower 48",NA,"Demand","445526","megawatthours","D"
"2026-08-23T11","US48","United States Lower 48",NA,"Demand","444678","megawatthours","D"
"2026-08-23T10","US48","United States Lower 48",NA,"Demand","447722","megawatthours","D"
"2026-08-23T09","US48","United States Lower 48",NA,"Demand","455961","megawatthours","D"
"2026-08-23T08","US48","United States Lower 48",NA,"Demand","468442","megawatthours","D"
"2026-08-23T07","US48","United States Lower 48",NA,"Demand","484169","megawatthours","D"
"2026-08-23T06","US48","United States Lower 48",NA,"Demand","504912","megawatthours","D"
"2026-08-23T05","US48","United States Lower 48",NA,"Demand","529621","megawatthours","D"
"2026-08-23T04","US48","United States Lower 48",NA,"Demand","561222","megawatthours","D"
"2026-08-23T03","US48","United States Lower 48",NA,"Demand","587592","megawatthours","D"
"2026-08-23T02","US48","United States Lower 48",NA,"Demand","621756","megawatthours","D"
"2026-08-23T01","US48","United States Lower 48",NA,"Demand","643198","megawatthours","D"
"2026-08-23T00","US48","United States Lower 48",NA,"Demand","658516","megawatthours","D"
"2026-08-22T23","US48","United States Lower 48",NA,"Demand","669944","megawatthours","D"
