"period","fromba","fromba-name","toba","toba-name","value","value-units"
"2026-09-13T23","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",193,"megawatthours"
"2026-09-13T23","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",247,"megawatthours"
"2026-09-13T23","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",-418,"megawatthours"
"2026-09-13T23","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-622,"megawatthours"
"2026-09-13T23","BHBA","Black Hills Energy","PACE","PacifiCorp East",124,"megawatthours"
"2026-09-13T23","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",-48,"megawatthours"
"2026-09-13T23","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",-37,"megawatthours"
"2026-09-13T23","CAL","California","NW","Northwest",247,"megawatthours"
"2026-09-13T23","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-12,"megawatthours"
"2026-09-13T23","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",169,"megawatthours"
"2026-09-13T23","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",-1,"megawatthours"
"2026-09-13T23","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",23,"megawatthours"
"2026-09-13T23","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-206,"megawatthours"
"2026-09-13T23","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-13T23","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-362,"megawatthours"
"2026-09-13T23","FMPP","Florida Municipal Power Pool","FPC","Duke Energy Florida, Inc.",500,"megawatthours"
"2026-09-13T23","FMPP","Florida Municipal Power Pool","FPL","Florida Power & Light Co.",-555,"megawatthours"
"2026-09-13T23","FMPP","Florida Municipal Power Pool","JEA","JEA",-28,"megawatthours"
"2026-09-13T23","FMPP","Florida Municipal Power Pool","TEC","Tampa Electric Company",-43,"megawatthours"
"2026-09-13T23","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-101,"megawatthours"
"2026-09-13T23","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",-12,"megawatthours"
"2026-09-13T23","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",75,"megawatthours"
"2026-09-13T23","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-209,"megawatthours"
"2026-09-13T23","GVL","Gainesville Regional Utilities","FPC","Duke Energy Florida, Inc.",-87,"megawatthours"
"2026-09-13T23","GVL","Gainesville Regional Utilities","FPL","Florida Power & Light Co.",-25,"megawatthours"
"2026-09-13T23","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",62,"megawatthours"
"2026-09-13T23","MIDW","Midwest","CENT","Central",-721,"megawatthours"
"2026-09-13T23","MIDW","Midwest","TEN","Tennessee",193,"megawatthours"
"2026-09-13T23","NW","Northwest","CENT","Central",-48,"megawatthours"
"2026-09-13T23","SE","Southeast","CAR","Carolinas",41,"megawatthours"
"2026-09-13T23","SEC","Seminole Electric Cooperative","FPC","Duke Energy Florida, Inc.",667,"megawatthours"
"2026-09-13T23","SEC","Seminole Electric Cooperative","FPL","Florida Power & Light Co.",1102,"megawatthours"
"2026-09-13T23","SEC","Seminole Electric Cooperative","JEA","JEA",-11,"megawatthours"
"2026-09-13T23","SEC","Seminole Electric Cooperative","TEC","Tampa Electric Company",115,"megawatthours"
"2026-09-13T23","SEPA","Southeastern Power Administration","DUK","Duke Energy Carolinas",36,"megawatthours"
"2026-09-13T23","SEPA","Southeastern Power Administration","SC","South Carolina Public Service Authority",-1,"megawatthours"
"2026-09-13T23","SEPA","Southeastern Power Administration","SCEG","Dominion Energy South Carolina, Inc.",6,"megawatthours"
"2026-09-13T23","SEPA","Southeastern Power Administration","SOCO","Southern Company Services, Inc. - Trans",330,"megawatthours"
"2026-09-13T23","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-13T23","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-373,"megawatthours"
"2026-09-13T23","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",48,"megawatthours"
"2026-09-13T22","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",275,"megawatthours"
"2026-09-13T22","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",-18,"megawatthours"
"2026-09-13T22","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",-113,"megawatthours"
"2026-09-13T22","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-413,"megawatthours"
"2026-09-13T22","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",167,"megawatthours"
"2026-09-13T22","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",96,"megawatthours"
"2026-09-13T22","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",-189,"megawatthours"
"2026-09-13T22","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-511,"megawatthours"
"2026-09-13T22","BHBA","Black Hills Energy","PACE","PacifiCorp East",179,"megawatthours"
"2026-09-13T22","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",-71,"megawatthours"
"2026-09-13T22","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",29,"megawatthours"
"2026-09-13T22","CAL","California","NW","Northwest",96,"megawatthours"
"2026-09-13T22","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-14,"megawatthours"
"2026-09-13T22","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",155,"megawatthours"
"2026-09-13T22","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",-10,"megawatthours"
"2026-09-13T22","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",24,"megawatthours"
"2026-09-13T22","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-289,"megawatthours"
"2026-09-13T22","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-13T22","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-284,"megawatthours"
"2026-09-13T22","FMPP","Florida Municipal Power Pool","FPC","Duke Energy Florida, Inc.",503,"megawatthours"
"2026-09-13T22","FMPP","Florida Municipal Power Pool","FPL","Florida Power & Light Co.",-547,"megawatthours"
"2026-09-13T22","FMPP","Florida Municipal Power Pool","JEA","JEA",-37,"megawatthours"
"2026-09-13T22","FMPP","Florida Municipal Power Pool","TEC","Tampa Electric Company",-63,"megawatthours"
"2026-09-13T22","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-140,"megawatthours"
"2026-09-13T22","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",93,"megawatthours"
"2026-09-13T22","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",76,"megawatthours"
"2026-09-13T22","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-270,"megawatthours"
"2026-09-13T22","GVL","Gainesville Regional Utilities","FPC","Duke Energy Florida, Inc.",-100,"megawatthours"
"2026-09-13T22","GVL","Gainesville Regional Utilities","FPL","Florida Power & Light Co.",-15,"megawatthours"
"2026-09-13T22","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",48,"megawatthours"
"2026-09-13T22","MIDW","Midwest","CENT","Central",-526,"megawatthours"
"2026-09-13T22","MIDW","Midwest","TEN","Tennessee",167,"megawatthours"
"2026-09-13T22","NW","Northwest","CENT","Central",-71,"megawatthours"
"2026-09-13T22","SE","Southeast","CAR","Carolinas",8,"megawatthours"
"2026-09-13T22","SEC","Seminole Electric Cooperative","FPC","Duke Energy Florida, Inc.",709,"megawatthours"
"2026-09-13T22","SEC","Seminole Electric Cooperative","FPL","Florida Power & Light Co.",1086,"megawatthours"
"2026-09-13T22","SEC","Seminole Electric Cooperative","JEA","JEA",-18,"megawatthours"
"2026-09-13T22","SEC","Seminole Electric Cooperative","TEC","Tampa Electric Company",123,"megawatthours"
"2026-09-13T22","SEPA","Southeastern Power Administration","DUK","Duke Energy Carolinas",1,"megawatthours"
"2026-09-13T22","SEPA","Southeastern Power Administration","SC","South Carolina Public Service Authority",5,"megawatthours"
"2026-09-13T22","SEPA","Southeastern Power Administration","SCEG","Dominion Energy South Carolina, Inc.",2,"megawatthours"
"2026-09-13T22","SEPA","Southeastern Power Administration","SOCO","Southern Company Services, Inc. - Trans",363,"megawatthours"
"2026-09-13T22","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-13T22","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-389,"megawatthours"
"2026-09-13T22","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",45,"megawatthours"
"2026-09-13T21","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",260,"megawatthours"
"2026-09-13T21","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",-16,"megawatthours"
"2026-09-13T21","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",-88,"megawatthours"
"2026-09-13T21","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-399,"megawatthours"
"2026-09-13T21","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",160,"megawatthours"
"2026-09-13T21","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",120,"megawatthours"
"2026-09-13T21","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",-215,"megawatthours"
"2026-09-13T21","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-489,"megawatthours"
"2026-09-13T21","BHBA","Black Hills Energy","PACE","PacifiCorp East",184,"megawatthours"
"2026-09-13T21","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",-72,"megawatthours"
"2026-09-13T21","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",22,"megawatthours"
"2026-09-13T21","CAL","California","NW","Northwest",120,"megawatthours"
"2026-09-13T21","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-15,"megawatthours"
"2026-09-13T21","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",147,"megawatthours"
"2026-09-13T21","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",-19,"megawatthours"
"2026-09-13T21","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",25,"megawatthours"
"2026-09-13T21","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-253,"megawatthours"
"2026-09-13T21","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-13T21","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-236,"megawatthours"
"2026-09-13T21","FMPP","Florida Municipal Power Pool","FPC","Duke Energy Florida, Inc.",570,"megawatthours"
"2026-09-13T21","FMPP","Florida Municipal Power Pool","FPL","Florida Power & Light Co.",-581,"megawatthours"
"2026-09-13T21","FMPP","Florida Municipal Power Pool","JEA","JEA",-42,"megawatthours"
"2026-09-13T21","FMPP","Florida Municipal Power Pool","TEC","Tampa Electric Company",-91,"megawatthours"
"2026-09-13T21","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-184,"megawatthours"
"2026-09-13T21","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",178,"megawatthours"
"2026-09-13T21","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",77,"megawatthours"
"2026-09-13T21","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-282,"megawatthours"
"2026-09-13T21","GVL","Gainesville Regional Utilities","FPC","Duke Energy Florida, Inc.",-108,"megawatthours"
"2026-09-13T21","GVL","Gainesville Regional Utilities","FPL","Florida Power & Light Co.",-13,"megawatthours"
"2026-09-13T21","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",67,"megawatthours"
"2026-09-13T21","MIDW","Midwest","CENT","Central",-487,"megawatthours"
"2026-09-13T21","MIDW","Midwest","TEN","Tennessee",160,"megawatthours"
"2026-09-13T21","NW","Northwest","CENT","Central",-72,"megawatthours"
"2026-09-13T21","SE","Southeast","CAR","Carolinas",-61,"megawatthours"
"2026-09-13T21","SEC","Seminole Electric Cooperative","FPC","Duke Energy Florida, Inc.",717,"megawatthours"
"2026-09-13T21","SEC","Seminole Electric Cooperative","FPL","Florida Power & Light Co.",1101,"megawatthours"
"2026-09-13T21","SEC","Seminole Electric Cooperative","JEA","JEA",-25,"megawatthours"
"2026-09-13T21","SEC","Seminole Electric Cooperative","TEC","Tampa Electric Company",179,"megawatthours"
"2026-09-13T21","SEPA","Southeastern Power Administration","DUK","Duke Energy Carolinas",-23,"megawatthours"
"2026-09-13T21","SEPA","Southeastern Power Administration","SC","South Carolina Public Service Authority",-35,"megawatthours"
"2026-09-13T21","SEPA","Southeastern Power Administration","SCEG","Dominion Energy South Carolina, Inc.",-3,"megawatthours"
"2026-09-13T21","SEPA","Southeastern Power Administration","SOCO","Southern Company Services, Inc. - Trans",380,"megawatthours"
"2026-09-13T21","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-13T21","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-396,"megawatthours"
"2026-09-13T21","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",44,"megawatthours"
"2026-09-13T20","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",237,"megawatthours"
"2026-09-13T20","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",-10,"megawatthours"
"2026-09-13T20","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",-110,"megawatthours"
"2026-09-13T20","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-437,"megawatthours"
"2026-09-13T20","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",149,"megawatthours"
"2026-09-13T20","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",279,"megawatthours"
"2026-09-13T20","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",-283,"megawatthours"
"2026-09-13T20","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-527,"megawatthours"
"2026-09-13T20","BHBA","Black Hills Energy","PACE","PacifiCorp East",172,"megawatthours"
