"period","state","stateDescription","combined-heat-and-pwr-comm","combined-heat-and-pwr-elect","combined-heat-and-pwr-indust","direct-use","elect-pwr-sector-gen-subtotal","electric-utilities","energy-only-providers","estimated-losses","facility-direct","full-service-providers","independent-power-producers","indust-and-comm-gen-subtotal","net-interstate-trade","net-trade-index","total-disposition","total-elect-indust","total-international-exports","total-international-imports","total-net-generation","total-supply","unaccounted","combined-heat-and-pwr-comm-units","combined-heat-and-pwr-elect-units","combined-heat-and-pwr-indust-units","direct-use-units","elect-pwr-sector-gen-subtotal-units","electric-utilities-units","energy-only-providers-units","estimated-losses-units","facility-direct-units","full-service-providers-units","independent-power-producers-units","indust-and-comm-gen-subtotal-units","net-interstate-trade-units","net-trade-index-units","total-disposition-units","total-elect-indust-units","total-international-exports-units","total-international-imports-units","total-net-generation-units","total-supply-units","unaccounted-units"
"2021","AZ","Arizona","150887","52607","0","219707","108453733","86412437","0","3821114","86757","81133233","21988689","150887","22821613","1.27","108604620","81219990","3466","0","108604620","108604620","518729","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","CA","California","2458070","12496170","13389479","13108353","181317557","62190174","74616540","11632235","2126722","170506603","106631213","15847548","-72740877",".74","202062672","247249865","1233980","4897566","197165106","202062672","1579115","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","CO","Colorado","26710","36629","240911","76462","56570850","41491555","0","2651126","180562","56170647","15042665","267622","-2600224",".96","56838472","56351209","0","0","56838472","56838472","359899","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","CT","Connecticut","314097","184053","644693","885235","43121152","112785","12946047","1304957","161800","14629759","42824314","958790","13974993","1.46","44079943","27737606","0","0","44079943","44079943","177152","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","DC","District of Columbia","192798","0","0","152986","18269","0","7015797","474387","10783","3056792","18269","192798","-10564078",".02","211067","10083372","0","0","211067","211067","64400","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","DE","Delaware","6427","120682","911355","729595","3387344","27512","4102047","540077","1718","7375890","3239150","917782","-8517519",".34","4305126","11479655","0","0","4305126","4305126","73317","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","FL","Florida","437227","2007886","4730359","4967997","241282789","229657445","0","11364645","8787","241553295","9617459","5167586","-12987138",".95","246450375","241562082","0","0","246450375","246450375","1542789","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","GA","Georgia","2933","532755","5135755","5099645","119061841","103521223","0","6462490","12039","137351913","15007863","5138688","-25602863",".83","124200528","137363952","0","0","124200528","124200528","877305","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","HI","Hawaii","364214","2294287","227933","355064","8589683","4725470","0","420430","52440","8884042","1569926","592147","0","1","9181831","8936482","0","0","9181831","9181831","-530145","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","IA","Iowa","145451","4065","2051620","2172591","65009937","56114741","0","2488442","89187","52804082","8891131","2197071","9314891","1.16","67207008","52893269","0","0","67207008","67207008","337814","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","ID","Idaho","69207","57827","549855","628093","16217411","10457407","0","1189599",NA,"25285616","5702177","619062","-10428327",".62","16836473","25285616","0","0","16836473","16836473","161492","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","IL","Illinois","501303","653847","2554526","3983043","178468630","4200356","83193557","6383682","525764","51969512","173614427","3055829","34602295","1.24","181524459","135688833","0","0","181524459","181524459","866606","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","IN","Indiana","252271","7728162","4642629","7406286","89269897","60648331","0","4692418","4251","99735795","20893403","4894899","-18310966",".84","94164796","99740046","0","0","94164796","94164796","637012","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","KS","Kansas","15740","0","233688","257614","56381275","32725615","0","1904996","2507","40489279","23655661","249428","13717698","1.32","56630703","40491786","0","0","56630703","56630703","258610","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","KY","Kentucky","0","0","552980","362544","69355432","68761562","0","3505762","128540","74388446","593870","552980","-8952800",".89","69908411","74516986","0","0","69908411","69908411","475919","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","LA","Louisiana","183599","2744341","27773474","19636978","70758240","63844970","0","4272730",NA,"90819346","4168929","27957073","-16593779",".86","98715313","90819346","0","0","98715313","98715313","580038","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","MA","Massachusetts","597797","1494911","203027","724915","18676523","509606","32623011","2389885","391326","17784051","16672006","800824","-34760276",".36","19477347","50798388","0","0","19477347","19477347","324435","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","MD","Maryland","247188","2351130","48123","154960","37940403","3470291","28418856","2790043","113318","30771800","32118982","295310","-24392022",".61","38235713","59303974","0","0","38235713","38235713","378758","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","ME","Maine","97515","432044","1573437","1790229","9237193","1503","5067200","545018","93148","6424326","8803646","1670951","-867698",".94","13171354","11584674","45143","2263210","10908144","13171354","73988","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
