"period","stateId","stateDescription","producertypeid","producerTypeDescription","energysourceid","energySourceDescription","capability","capability-units"
"2024","CT","Connecticut","IPP","Independent Power Producers","PETGT","Petroleum - GT","895.7","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","PETIC","Petroleum - IC","17.7","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","PETST","Petroleum - ST","1242.6","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","SOL","Solar","320.1","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","SOLPV","Solar - PV","320.1","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","WND","Wind","5","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","WOO","Wood","37.5","megawatts"
"2024","CT","Connecticut","TOT","All sectors","ALL","All","9994.1","megawatts"
"2024","CT","Connecticut","TOT","All sectors","BAT","Battery","1.6","megawatts"
"2024","CT","Connecticut","TOT","All sectors","HPS","Pumped Storage","29.4","megawatts"
"2024","CT","Connecticut","TOT","All sectors","HYC","Hydroelectric","119.2","megawatts"
"2024","CT","Connecticut","TOT","All sectors","NG","Natural Gas","5063.3","megawatts"
"2024","CT","Connecticut","TOT","All sectors","NGCC","Natural Gas - CC","3901","megawatts"
"2024","CT","Connecticut","TOT","All sectors","NGGT","Natural Gas - GT","591.8","megawatts"
"2024","CT","Connecticut","TOT","All sectors","NGIC","Natural Gas - IC","15.7","megawatts"
"2024","CT","Connecticut","TOT","All sectors","NGOTH","Natural Gas - OTH","97.7","megawatts"
"2024","CT","Connecticut","TOT","All sectors","NGST","Natural Gas - ST","457.1","megawatts"
"2024","CT","Connecticut","TOT","All sectors","NUC","Nuclear","2104.2","megawatts"
"2024","CT","Connecticut","TOT","All sectors","OBM","Other Biomass","102.1","megawatts"
"2024","CT","Connecticut","TOT","All sectors","PET","Petroleum","2209.5","megawatts"
"2024","CT","Connecticut","TOT","All sectors","PETGT","Petroleum - GT","895.7","megawatts"
"2024","CT","Connecticut","TOT","All sectors","PETIC","Petroleum - IC","71.2","megawatts"
"2024","CT","Connecticut","TOT","All sectors","PETST","Petroleum - ST","1242.6","megawatts"
"2024","CT","Connecticut","TOT","All sectors","SOL","Solar","322.3","megawatts"
"2024","CT","Connecticut","TOT","All sectors","SOLPV","Solar - PV","322.3","megawatts"
"2024","CT","Connecticut","TOT","All sectors","WND","Wind","5","megawatts"
"2024","CT","Connecticut","TOT","All sectors","WOO","Wood","37.5","megawatts"
"2024","DC","District of Columbia","EU","Electric Utilities","ALL","All","2","megawatts"
"2024","DC","District of Columbia","EU","Electric Utilities","SOL","Solar","2","megawatts"
"2024","DC","District of Columbia","EU","Electric Utilities","SOLPV","Solar - PV","2","megawatts"
"2024","DC","District of Columbia","IPP","Independent Power Producers","ALL","All","59.8","megawatts"
"2024","DC","District of Columbia","IPP","Independent Power Producers","NG","Natural Gas","20.6","megawatts"
"2024","DC","District of Columbia","IPP","Independent Power Producers","NGGT","Natural Gas - GT","20.6","megawatts"
"2024","DC","District of Columbia","IPP","Independent Power Producers","OBM","Other Biomass","12","megawatts"
"2024","DC","District of Columbia","IPP","Independent Power Producers","SOL","Solar","27.2","megawatts"
"2024","DC","District of Columbia","IPP","Independent Power Producers","SOLPV","Solar - PV","27.2","megawatts"
"2024","DC","District of Columbia","TOT","All sectors","ALL","All","61.8","megawatts"
"2024","DC","District of Columbia","TOT","All sectors","NG","Natural Gas","20.6","megawatts"
"2024","DC","District of Columbia","TOT","All sectors","NGGT","Natural Gas - GT","20.6","megawatts"
"2024","DC","District of Columbia","TOT","All sectors","OBM","Other Biomass","12","megawatts"
"2024","DC","District of Columbia","TOT","All sectors","SOL","Solar","29.2","megawatts"
"2024","DC","District of Columbia","TOT","All sectors","SOLPV","Solar - PV","29.2","megawatts"
"2024","DE","Delaware","EU","Electric Utilities","ALL","All","101.9","megawatts"
"2024","DE","Delaware","EU","Electric Utilities","NG","Natural Gas","98","megawatts"
"2024","DE","Delaware","EU","Electric Utilities","NGGT","Natural Gas - GT","98","megawatts"
"2024","DE","Delaware","EU","Electric Utilities","SOL","Solar","3.9","megawatts"
"2024","DE","Delaware","EU","Electric Utilities","SOLPV","Solar - PV","3.9","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","ALL","All","3201.1","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","COL","Coal","410","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","NG","Natural Gas","2435.8","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","NGCC","Natural Gas - CC","1496","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","NGGT","Natural Gas - GT","216","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","NGOTH","Natural Gas - OTH","28.8","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","NGST","Natural Gas - ST","695","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","OBM","Other Biomass","14.2","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","OOG","Other Gas","135","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","PET","Petroleum","111.1","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","PETGT","Petroleum - GT","111.1","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","SOL","Solar","93","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","SOLPV","Solar - PV","93","megawatts"
"2024","DE","Delaware","IPP","Independent Power Producers","WND","Wind","2","megawatts"
"2024","DE","Delaware","TOT","All sectors","ALL","All","3303","megawatts"
"2024","DE","Delaware","TOT","All sectors","COL","Coal","410","megawatts"
"2024","DE","Delaware","TOT","All sectors","NG","Natural Gas","2533.8","megawatts"
"2024","DE","Delaware","TOT","All sectors","NGCC","Natural Gas - CC","1496","megawatts"
"2024","DE","Delaware","TOT","All sectors","NGGT","Natural Gas - GT","314","megawatts"
"2024","DE","Delaware","TOT","All sectors","NGOTH","Natural Gas - OTH","28.8","megawatts"
"2024","DE","Delaware","TOT","All sectors","NGST","Natural Gas - ST","695","megawatts"
"2024","DE","Delaware","TOT","All sectors","OBM","Other Biomass","14.2","megawatts"
"2024","DE","Delaware","TOT","All sectors","OOG","Other Gas","135","megawatts"
"2024","DE","Delaware","TOT","All sectors","PET","Petroleum","111.1","megawatts"
"2024","DE","Delaware","TOT","All sectors","PETGT","Petroleum - GT","111.1","megawatts"
"2024","DE","Delaware","TOT","All sectors","SOL","Solar","96.9","megawatts"
"2024","DE","Delaware","TOT","All sectors","SOLPV","Solar - PV","96.9","megawatts"
"2024","DE","Delaware","TOT","All sectors","WND","Wind","2","megawatts"
"2024","FL","Florida","EU","Electric Utilities","ALL","All","65925.2","megawatts"
"2024","FL","Florida","EU","Electric Utilities","BAT","Battery","570.7","megawatts"
"2024","FL","Florida","EU","Electric Utilities","COL","Coal","3564.7","megawatts"
"2024","FL","Florida","EU","Electric Utilities","HYC","Hydroelectric","43.5","megawatts"
"2024","FL","Florida","EU","Electric Utilities","NG","Natural Gas","46504.9","megawatts"
"2024","FL","Florida","EU","Electric Utilities","NGCC","Natural Gas - CC","34363.2","megawatts"
"2024","FL","Florida","EU","Electric Utilities","NGGT","Natural Gas - GT","6521.1","megawatts"
"2024","FL","Florida","EU","Electric Utilities","NGIC","Natural Gas - IC","201.7","megawatts"
"2024","FL","Florida","EU","Electric Utilities","NGST","Natural Gas - ST","5418.9","megawatts"
"2024","FL","Florida","EU","Electric Utilities","NUC","Nuclear","3666","megawatts"
"2024","FL","Florida","EU","Electric Utilities","OBM","Other Biomass","3","megawatts"
"2024","FL","Florida","EU","Electric Utilities","PET","Petroleum","1594.9","megawatts"
"2024","FL","Florida","EU","Electric Utilities","PETGT","Petroleum - GT","1499.5","megawatts"
"2024","FL","Florida","EU","Electric Utilities","PETIC","Petroleum - IC","95.4","megawatts"
"2024","FL","Florida","EU","Electric Utilities","SOL","Solar","9875","megawatts"
"2024","FL","Florida","EU","Electric Utilities","SOLPV","Solar - PV","9875","megawatts"
"2024","FL","Florida","EU","Electric Utilities","WOO","Wood","102.5","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","ALL","All","6086.7","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","BAT","Battery","5","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","NG","Natural Gas","3804.5","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","NGCC","Natural Gas - CC","1456.5","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","NGGT","Natural Gas - GT","2270.3","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","NGIC","Natural Gas - IC","41.7","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","NGST","Natural Gas - ST","36","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","OBM","Other Biomass","618.8","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","OT","Other","312.9","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","PET","Petroleum","2","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","PETIC","Petroleum - IC","2","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","SOL","Solar","1075.8","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","SOLPV","Solar - PV","1075.8","megawatts"
"2024","FL","Florida","IPP","Independent Power Producers","WOO","Wood","267.7","megawatts"
"2024","FL","Florida","TOT","All sectors","ALL","All","72011.9","megawatts"
"2024","FL","Florida","TOT","All sectors","BAT","Battery","575.7","megawatts"
"2024","FL","Florida","TOT","All sectors","COL","Coal","3564.7","megawatts"
"2024","FL","Florida","TOT","All sectors","HYC","Hydroelectric","43.5","megawatts"
"2024","FL","Florida","TOT","All sectors","NG","Natural Gas","50309.4","megawatts"
"2024","FL","Florida","TOT","All sectors","NGCC","Natural Gas - CC","35819.7","megawatts"
"2024","FL","Florida","TOT","All sectors","NGGT","Natural Gas - GT","8791.4","megawatts"
"2024","FL","Florida","TOT","All sectors","NGIC","Natural Gas - IC","243.4","megawatts"
"2024","FL","Florida","TOT","All sectors","NGST","Natural Gas - ST","5454.9","megawatts"
"2024","FL","Florida","TOT","All sectors","NUC","Nuclear","3666","megawatts"
"2024","FL","Florida","TOT","All sectors","OBM","Other Biomass","621.8","megawatts"
"2024","FL","Florida","TOT","All sectors","OT","Other","312.9","megawatts"
"2024","FL","Florida","TOT","All sectors","PET","Petroleum","1596.9","megawatts"
"2024","FL","Florida","TOT","All sectors","PETGT","Petroleum - GT","1499.5","megawatts"
"2024","FL","Florida","TOT","All sectors","PETIC","Petroleum - IC","97.4","megawatts"
"2024","FL","Florida","TOT","All sectors","SOL","Solar","10950.8","megawatts"
"2024","FL","Florida","TOT","All sectors","SOLPV","Solar - PV","10950.8","megawatts"
"2024","FL","Florida","TOT","All sectors","WOO","Wood","370.2","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","ALL","All","28096.1","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","BAT","Battery","65.2","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","COL","Coal","5780","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","HPS","Pumped Storage","1897.4","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","HYC","Hydroelectric","1976.4","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","NG","Natural Gas","10810.1","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","NGCC","Natural Gas - CC","6603","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","NGGT","Natural Gas - GT","3482.5","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","NGIC","Natural Gas - IC",".4","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","NGOTH","Natural Gas - OTH",".2","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","NGST","Natural Gas - ST","724","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","NUC","Nuclear","6289","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","PET","Petroleum","938.1","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","PETGT","Petroleum - GT","933","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","PETIC","Petroleum - IC","5.1","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","SOL","Solar","339.9","megawatts"
"2024","GA","Georgia","EU","Electric Utilities","SOLPV","Solar - PV","339.9","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","ALL","All","11649.9","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","BAT","Battery","81","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","HYC","Hydroelectric","8.6","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","NG","Natural Gas","5576.9","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","NGCC","Natural Gas - CC","1487.8","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","NGGT","Natural Gas - GT","3963.6","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","NGIC","Natural Gas - IC","6.6","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","NGST","Natural Gas - ST","118.9","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","OBM","Other Biomass","55.8","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","PET","Petroleum","253.4","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","PETGT","Petroleum - GT","74","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","PETIC","Petroleum - IC","95.6","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","PETST","Petroleum - ST","83.8","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","SOL","Solar","4662.9","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","SOLPV","Solar - PV","4662.9","megawatts"
"2024","GA","Georgia","IPP","Independent Power Producers","WOO","Wood","1011.3","megawatts"
"2024","GA","Georgia","TOT","All sectors","ALL","All","39746","megawatts"
"2024","GA","Georgia","TOT","All sectors","BAT","Battery","146.2","megawatts"
"2024","GA","Georgia","TOT","All sectors","COL","Coal","5780","megawatts"
"2024","GA","Georgia","TOT","All sectors","HPS","Pumped Storage","1897.4","megawatts"
"2024","GA","Georgia","TOT","All sectors","HYC","Hydroelectric","1985","megawatts"
"2024","GA","Georgia","TOT","All sectors","NG","Natural Gas","16387","megawatts"
"2024","GA","Georgia","TOT","All sectors","NGCC","Natural Gas - CC","8090.8","megawatts"
"2024","GA","Georgia","TOT","All sectors","NGGT","Natural Gas - GT","7446.1","megawatts"
"2024","GA","Georgia","TOT","All sectors","NGIC","Natural Gas - IC","7","megawatts"
"2024","GA","Georgia","TOT","All sectors","NGOTH","Natural Gas - OTH",".2","megawatts"
"2024","GA","Georgia","TOT","All sectors","NGST","Natural Gas - ST","842.9","megawatts"
"2024","GA","Georgia","TOT","All sectors","NUC","Nuclear","6289","megawatts"
"2024","GA","Georgia","TOT","All sectors","OBM","Other Biomass","55.8","megawatts"
"2024","GA","Georgia","TOT","All sectors","PET","Petroleum","1191.5","megawatts"
"2024","GA","Georgia","TOT","All sectors","PETGT","Petroleum - GT","1007","megawatts"
"2024","GA","Georgia","TOT","All sectors","PETIC","Petroleum - IC","100.7","megawatts"
"2024","GA","Georgia","TOT","All sectors","PETST","Petroleum - ST","83.8","megawatts"
"2024","GA","Georgia","TOT","All sectors","SOL","Solar","5002.8","megawatts"
"2024","GA","Georgia","TOT","All sectors","SOLPV","Solar - PV","5002.8","megawatts"
"2024","GA","Georgia","TOT","All sectors","WOO","Wood","1011.3","megawatts"
"2024","HI","Hawaii","EU","Electric Utilities","ALL","All","1803.3","megawatts"
"2024","HI","Hawaii","EU","Electric Utilities","BAT","Battery","2","megawatts"
"2024","HI","Hawaii","EU","Electric Utilities","HYC","Hydroelectric","4.1","megawatts"
"2024","HI","Hawaii","EU","Electric Utilities","OBM","Other Biomass","60.4","megawatts"
