"period","stateid","stateName","sector","sectorName","entityid","entityName","plantid","plantName","generatorid","technology","energy_source_code","energy-source-desc","prime_mover_code","balancing_authority_code","balancing-authority-name","status","statusDescription","county","latitude","longitude","nameplate-capacity-mw","net-summer-capacity-mw","net-winter-capacity-mw","operating-year-month","planned-derate-summer-cap-mw","planned-derate-year-month","planned-retirement-year-month","planned-uprate-summer-cap-mw","planned-uprate-year-month","unit","nameplate-capacity-mw-units","net-summer-capacity-mw-units","net-winter-capacity-mw-units","planned-derate-summer-cap-mw-units","planned-uprate-summer-cap-mw-units"
"2026-06","CA","California","ipp-non-chp","IPP Non-CHP","13402","Nevada Irrigation District","34","Rollins","1P","Conventional Hydroelectric","WAT","Water","HY","CISO","California Independent System Operator","OP","Operating","Placer","39.134259","-120.953341","12.1","12.1","12.1","1980-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","27813","USCE-Mobile District","38","Millers Ferry","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Wilcox","32.100881","-87.399767","33.7","30","30","1970-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","27813","USCE-Mobile District","38","Millers Ferry","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Wilcox","32.100881","-87.399767","33.7","30","30","1970-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","27813","USCE-Mobile District","38","Millers Ferry","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Wilcox","32.100881","-87.399767","33.7","30","30","1970-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","46","Browns Ferry","1","Nuclear","NUC","Nuclear","ST","TVA","Tennessee Valley Authority","OP","Operating","Limestone","34.7042","-87.1189","1281","1227.4","1254.8","1974-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","46","Browns Ferry","2","Nuclear","NUC","Nuclear","ST","TVA","Tennessee Valley Authority","OP","Operating","Limestone","34.7042","-87.1189","1281","1207.7","1242","1975-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","46","Browns Ferry","3","Nuclear","NUC","Nuclear","ST","TVA","Tennessee Valley Authority","OP","Operating","Limestone","34.7042","-87.1189","1292","1226.6","1259","1977-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT1","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","59.5","45.4","60.8","1972-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT10","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","231.2","221","231","2023-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT11","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","231.2","221","231","2023-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT2","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","59.5","45.4","60.8","1972-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT3","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","59.5","45.4","60.8","1972-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT4","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","59.5","45.4","60.8","1972-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT5","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","59.5","45.4","60.8","1972-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT6","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","59.5","45.4","60.8","1972-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT7","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","59.5","45.4","60.8","1972-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT8","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","59.5","45.4","60.8","1972-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","47","Colbert","GT9","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","TVA","Tennessee Valley Authority","OP","Operating","Colbert","34.7439","-87.8486","231.2","221","231","2023-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","48","Guntersville","1","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Marshall","34.421272","-86.393931","28.8","31","31.4","1939-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","48","Guntersville","2","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Marshall","34.421272","-86.393931","28.8","30.6","31.1","1939-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","48","Guntersville","3","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Marshall","34.421272","-86.393931","28.8","29.8","30.3","1939-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","48","Guntersville","4","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Marshall","34.421272","-86.393931","28.8","31.3","31.7","1952-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","1","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","35.1","34.1","35.6","1936-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","10","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","36","41.9","38.3","1963-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","11","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","43.6","41.9","38.2","1963-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","2","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","35.1","33.2","30.1","1937-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","3","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","35.1","33.6","30.4","1941-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","4","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","35.1","33.4","30.2","1941-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","5","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","35.1","34.7","31.4","1948-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","6","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","35.1","34.6","31.3","1949-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","7","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","35.1","34.4","31.1","1949-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","8","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","35.1","34.5","31.2","1950-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","18642","Tennessee Valley Authority","49","Wheeler Dam","9","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Lawrence","34.8069","-87.3819","43.6","41.9","38.2","1962-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","189","PowerSouth Energy Cooperative","53","Gantt","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Covington","31.4033","-86.479469","1.2",".8",".8","1926-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","189","PowerSouth Energy Cooperative","53","Gantt","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Covington","31.4033","-86.479469","1.8","1.8","1.8","1985-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","KY","Kentucky","electric-utility","Electric Utility","5580","East Kentucky Power Coop, Inc","54","J K Smith","GT1","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","PJM","PJM Interconnection, LLC","OP","Operating","Clark","37.8833","-84.1017","119","110","135","1999-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","KY","Kentucky","electric-utility","Electric Utility","5580","East Kentucky Power Coop, Inc","54","J K Smith","GT10","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","PJM","PJM Interconnection, LLC","OP","Operating","Clark","37.8833","-84.1017","108.2","76","100","2010-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","KY","Kentucky","electric-utility","Electric Utility","5580","East Kentucky Power Coop, Inc","54","J K Smith","GT2","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","PJM","PJM Interconnection, LLC","OP","Operating","Clark","37.8833","-84.1017","119","105","135","1999-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","KY","Kentucky","electric-utility","Electric Utility","5580","East Kentucky Power Coop, Inc","54","J K Smith","GT3","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","PJM","PJM Interconnection, LLC","OP","Operating","Clark","37.8833","-84.1017","119","106","135","1999-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","KY","Kentucky","electric-utility","Electric Utility","5580","East Kentucky Power Coop, Inc","54","J K Smith","GT4","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","PJM","PJM Interconnection, LLC","OP","Operating","Clark","37.8833","-84.1017","87.6","74","93","2001-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","KY","Kentucky","electric-utility","Electric Utility","5580","East Kentucky Power Coop, Inc","54","J K Smith","GT5","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","PJM","PJM Interconnection, LLC","OP","Operating","Clark","37.8833","-84.1017","87.6","70.6","88","2001-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","KY","Kentucky","electric-utility","Electric Utility","5580","East Kentucky Power Coop, Inc","54","J K Smith","GT6","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","PJM","PJM Interconnection, LLC","OP","Operating","Clark","37.8833","-84.1017","94.9","69","88","2005-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","KY","Kentucky","electric-utility","Electric Utility","5580","East Kentucky Power Coop, Inc","54","J K Smith","GT7","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","PJM","PJM Interconnection, LLC","OP","Operating","Clark","37.8833","-84.1017","94.9","69","88","2005-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","KY","Kentucky","electric-utility","Electric Utility","5580","East Kentucky Power Coop, Inc","54","J K Smith","GT9","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","PJM","PJM Interconnection, LLC","OP","Operating","Clark","37.8833","-84.1017","108.2","76","100","2010-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","189","PowerSouth Energy Cooperative","55","Point A","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Covington","31.361146","-86.518307","1.6","1.4","1.4","1925-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","189","PowerSouth Energy Cooperative","55","Point A","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Covington","31.361146","-86.518307","1.6","1.4","1.4","1925-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","189","PowerSouth Energy Cooperative","55","Point A","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Covington","31.361146","-86.518307","2","1.6","1.6","1949-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","189","PowerSouth Energy Cooperative","56","Lowman Energy Center","LEC1","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Washington","31.488019","-87.910747","459","380","421","2023-09",NA,NA,NA,NA,NA,"LECC","MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","189","PowerSouth Energy Cooperative","56","Lowman Energy Center","LEC2","Natural Gas Fired Combined Cycle","NG","Natural Gas","CA","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Washington","31.488019","-87.910747","273.7","259","266","2023-09",NA,NA,NA,NA,NA,"LECC","MW","MW","MW","MW","MW"
"2026-06","NE","Nebraska","electric-utility","Electric Utility","40606","City of Grand Island - (NE)","59","Platte","1","Conventional Steam Coal","SUB","Subbituminous Coal","ST","SWPP","Southwest Power Pool","OP","Operating","Hall","40.854765","-98.348222","109.8","100","100","1982-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","NE","Nebraska","electric-utility","Electric Utility","8245","City of Hastings - (NE)","60","Whelan Energy Center","1","Conventional Steam Coal","SUB","Subbituminous Coal","ST","SWPP","Southwest Power Pool","OP","Operating","Adams","40.580872","-98.312437","76.3","76","76","1981-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","NE","Nebraska","electric-utility","Electric Utility","8245","City of Hastings - (NE)","60","Whelan Energy Center","2","Conventional Steam Coal","SUB","Subbituminous Coal","ST","SWPP","Southwest Power Pool","OP","Operating","Adams","40.580872","-98.312437","248","220","220","2011-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
