"period","stateid","stateDescription","sectorid","sectorName","customers","price","revenue","sales","customers-units","price-units","revenue-units","sales-units"
"2026-Q2","NC","North Carolina","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NC","North Carolina","RES","residential","5236769","15.27","2194.74196","14377.47352","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NC","North Carolina","TRA","transportation","1","10.03",".29909","2.98293","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","ND","North Dakota","ALL","all sectors","490966","8.7","627.18991","7211.43793","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","ND","North Dakota","COM","commercial","78147","7.47","209.26413","2800.15007","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","ND","North Dakota","IND","industrial","11014","8.27","277.04918","3352.04857","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","ND","North Dakota","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","ND","North Dakota","RES","residential","401805","13.3","140.87661","1059.2393","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","ND","North Dakota","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NE","Nebraska","ALL","all sectors","1164176","9.88","942.6932","9539.03313","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NE","Nebraska","COM","commercial","166025","8.49","362.06288","4267.00796","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NE","Nebraska","IND","industrial","65616","9.14","268.10478","2933.61958","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NE","Nebraska","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NE","Nebraska","RES","residential","932535","13.36","312.52554","2338.40561","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NE","Nebraska","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NEW","New England","ALL","all sectors","7695097","24.33","6456.7218","26536.93951","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NEW","New England","COM","commercial","935079","22.95","2730.5407","11897.65275","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NEW","New England","IND","industrial","19917","17.4","646.90777","3717.89881","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NEW","New England","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NEW","New England","RES","residential","6740095","28.37","3066.26407","10807.63055","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NEW","New England","TRA","transportation","6","11.44","13.00928","113.75741","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NH","New Hampshire","ALL","all sectors","780606","22.91","587.21852","2562.80211","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NH","New Hampshire","COM","commercial","113992","20.8","210.81409","1013.34402","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NH","New Hampshire","IND","industrial","2982","17.23","77.47393","449.72206","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NH","New Hampshire","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NH","New Hampshire","RES","residential","663631","27.18","298.93051","1099.73604","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NH","New Hampshire","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NJ","New Jersey","ALL","all sectors","4370947","20.06","3500.26669","17448.68297","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NJ","New Jersey","COM","commercial","541346","17.74","1567.97401","8839.69199","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NJ","New Jersey","IND","industrial","10907","15.13","219.42798","1450.23968","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NJ","New Jersey","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NJ","New Jersey","RES","residential","3818688","24.09","1699.60511","7054.34076","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NJ","New Jersey","TRA","transportation","7","12.7","13.25958","104.41055","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NM","New Mexico","ALL","all sectors","1087224","8.75","715.19933","8170.87405","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NM","New Mexico","COM","commercial","147725","10.68","248.18324","2323.13182","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NM","New Mexico","IND","industrial","9118","5.1","209.21952","4105.04705","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NM","New Mexico","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NM","New Mexico","RES","residential","930380","14.79","257.79658","1742.69518","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NM","New Mexico","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NV","Nevada","ALL","all sectors","1535046","10.57","1125.89929","10647.61756","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NV","Nevada","COM","commercial","179524","9.32","359.80846","3859.92706","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NV","Nevada","IND","industrial","4888","8.51","257.85599","3029.98454","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NV","Nevada","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NV","Nevada","RES","residential","1350632","13.53","508.06407","3756.01085","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NV","Nevada","TRA","transportation","1","10.08",".17079","1.69509","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NY","New York","ALL","all sectors","8685757","23.44","7609.91204","32462.65367","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NY","New York","COM","commercial","1174510","22.64","3805.09045","16805.47828","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NY","New York","IND","industrial","17014","9.45","353.02976","3734.22419","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NY","New York","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NY","New York","RES","residential","7494227","29.61","3329.85112","11246.2815","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","NY","New York","TRA","transportation","6","18.02","121.94072","676.66973","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OH","Ohio","ALL","all sectors","5766353","14.11","5607.81583","39755.75344","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OH","Ohio","COM","commercial","623119","13.77","2165.49417","15723.11446","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OH","Ohio","IND","industrial","17329","9.9","1268.82438","12815.15712","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OH","Ohio","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OH","Ohio","RES","residential","5125903","19.38","2172.72634","11210.32999","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OH","Ohio","TRA","transportation","2","10.78",".77095","7.15186","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OK","Oklahoma","ALL","all sectors","2253315","9.55","1742.42595","18252.31257","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OK","Oklahoma","COM","commercial","313062","8.65","615.42693","7118.26893","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OK","Oklahoma","IND","industrial","19257","6.46","359.37648","5560.36441","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OK","Oklahoma","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OK","Oklahoma","RES","residential","1920996","13.77","767.62255","5573.67924","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OK","Oklahoma","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OR","Oregon","ALL","all sectors","2179730","11.53","1707.04957","14807.66869","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OR","Oregon","COM","commercial","250390","10.61","684.45404","6451.66732","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OR","Oregon","IND","industrial","26746","8.49","360.34316","4246.2121","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OR","Oregon","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OR","Oregon","RES","residential","1902592","16.12","661.4861","4104.47061","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","OR","Oregon","TRA","transportation","2","14.41",".76628","5.31867","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","PA","Pennsylvania","ALL","all sectors","6305963","15.09","4914.27183","32566.31711","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","PA","Pennsylvania","COM","commercial","742016","13.52","1281.23933","9478.69306","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q2","PA","Pennsylvania","IND","industrial","10880","10.07","1170.48804","11622.87007","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
