"period","subba","subba-name","parent","parent-name","value","value-units"
"2026-09-15T20","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","312","megawatthours"
"2026-09-15T20","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","384","megawatthours"
"2026-09-15T20","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","11112","megawatthours"
"2026-09-15T20","SCE","Southern California Edison","CISO","California Independent System Operator","18909","megawatthours"
"2026-09-15T20","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2938","megawatthours"
"2026-09-15T20","VEA","Valley Electric Association","CISO","California Independent System Operator","79","megawatthours"
"2026-09-15T20","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","22183","megawatthours"
"2026-09-15T20","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","2735","megawatthours"
"2026-09-15T20","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","7671","megawatthours"
"2026-09-15T20","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","26895","megawatthours"
"2026-09-15T20","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","2448","megawatthours"
"2026-09-15T20","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","14638","megawatthours"
"2026-09-15T20","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","6738","megawatthours"
"2026-09-15T20","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","2719","megawatthours"
"2026-09-15T20","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10201","megawatthours"
"2026-09-15T20","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","7365","megawatthours"
"2026-09-15T20","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","14829","megawatthours"
"2026-09-15T20","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","20511","megawatthours"
"2026-09-15T20","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","14013","megawatthours"
"2026-09-15T20","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","30867","megawatthours"
"2026-09-15T20","ZONA","West","NYIS","New York Independent System Operator","1554","megawatthours"
"2026-09-15T20","ZONB","Genesee","NYIS","New York Independent System Operator","932","megawatthours"
"2026-09-15T20","ZONC","Central","NYIS","New York Independent System Operator","1214","megawatthours"
"2026-09-15T20","ZOND","North","NYIS","New York Independent System Operator","546","megawatthours"
"2026-09-15T20","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","658","megawatthours"
"2026-09-15T20","ZONF","Capital","NYIS","New York Independent System Operator","958","megawatthours"
"2026-09-15T20","ZONG","Hudson Valley","NYIS","New York Independent System Operator","810","megawatthours"
"2026-09-15T20","ZONH","Millwood","NYIS","New York Independent System Operator","232","megawatthours"
"2026-09-15T20","ZONI","Dunwoodie","NYIS","New York Independent System Operator","624","megawatthours"
"2026-09-15T20","ZONJ","New York City","NYIS","New York Independent System Operator","6476","megawatthours"
"2026-09-15T20","ZONK","Long Island","NYIS","New York Independent System Operator","2294","megawatthours"
"2026-09-15T20","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","1092","megawatthours"
"2026-09-15T20","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","21045","megawatthours"
"2026-09-15T20","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","6171","megawatthours"
"2026-09-15T20","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","9251","megawatthours"
"2026-09-15T20","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3467","megawatthours"
"2026-09-15T20","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","13674","megawatthours"
"2026-09-15T20","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","2839","megawatthours"
"2026-09-15T20","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","4369","megawatthours"
"2026-09-15T20","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","17913","megawatthours"
"2026-09-15T20","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","1866","megawatthours"
"2026-09-15T20","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1688","megawatthours"
"2026-09-15T20","EKPC","East Kentucky Power Cooperative zone","PJM","PJM Interconnection, LLC","2306","megawatthours"
"2026-09-15T20","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","2412","megawatthours"
"2026-09-15T20","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","1782","megawatthours"
"2026-09-15T20","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","4717","megawatthours"
"2026-09-15T20","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3366","megawatthours"
"2026-09-15T20","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","4612","megawatthours"
"2026-09-15T20","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1917","megawatthours"
"2026-09-15T20","PS","Public Service Electric & Gas zone","PJM","PJM Interconnection, LLC","4777","megawatthours"
"2026-09-15T20","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","186","megawatthours"
"2026-09-15T20","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-15T20","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","23","megawatthours"
"2026-09-15T20","Frep","Freeport","PNM","Public Service Company of New Mexico","37","megawatthours"
"2026-09-15T20","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-15T20","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","67","megawatthours"
"2026-09-15T20","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","10","megawatthours"
"2026-09-15T20","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","74","megawatthours"
"2026-09-15T20","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1353","megawatthours"
"2026-09-15T20","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","306","megawatthours"
"2026-09-15T20","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","9819","megawatthours"
"2026-09-15T20","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","1182","megawatthours"
"2026-09-15T20","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1614","megawatthours"
"2026-09-15T20","INDN","Independence Power & Light","SWPP","Southwest Power Pool","226","megawatthours"
"2026-09-15T20","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","433","megawatthours"
"2026-09-15T20","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","3606","megawatthours"
"2026-09-15T20","LES","Lincoln Electric System","SWPP","Southwest Power Pool","518","megawatthours"
"2026-09-15T20","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1877","megawatthours"
"2026-09-15T20","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2000","megawatthours"
"2026-09-15T20","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","7331","megawatthours"
"2026-09-15T20","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2046","megawatthours"
"2026-09-15T20","SECI","Sunflower Electric","SWPP","Southwest Power Pool","886","megawatthours"
"2026-09-15T20","SPRM","City of Springfield","SWPP","Southwest Power Pool","770","megawatthours"
"2026-09-15T20","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","5394","megawatthours"
"2026-09-15T20","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","4014","megawatthours"
"2026-09-15T20","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1664","megawatthours"
"2026-09-15T20","WR","Westar Energy","SWPP","Southwest Power Pool","5862","megawatthours"
"2026-09-15T20","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","380","megawatthours"
"2026-09-15T20","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2408","megawatthours"
"2026-09-15T20","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","64","megawatthours"
"2026-09-15T19","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","208","megawatthours"
"2026-09-15T19","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","307","megawatthours"
"2026-09-15T19","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","379","megawatthours"
"2026-09-15T19","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","11303","megawatthours"
"2026-09-15T19","SCE","Southern California Edison","CISO","California Independent System Operator","18472","megawatthours"
"2026-09-15T19","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","3263","megawatthours"
"2026-09-15T19","VEA","Valley Electric Association","CISO","California Independent System Operator","71","megawatthours"
"2026-09-15T19","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","21862","megawatthours"
"2026-09-15T19","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","2653","megawatthours"
"2026-09-15T19","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","8227","megawatthours"
"2026-09-15T19","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","25953","megawatthours"
"2026-09-15T19","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","2604","megawatthours"
"2026-09-15T19","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","14025","megawatthours"
"2026-09-15T19","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","6462","megawatthours"
"2026-09-15T19","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","2655","megawatthours"
"2026-09-15T19","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10171","megawatthours"
"2026-09-15T19","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","7003","megawatthours"
"2026-09-15T19","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","14107","megawatthours"
"2026-09-15T19","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","20483","megawatthours"
"2026-09-15T19","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","13798","megawatthours"
"2026-09-15T19","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","30185","megawatthours"
"2026-09-15T19","ZONA","West","NYIS","New York Independent System Operator","1518","megawatthours"
"2026-09-15T19","ZONB","Genesee","NYIS","New York Independent System Operator","864","megawatthours"
"2026-09-15T19","ZONC","Central","NYIS","New York Independent System Operator","1260","megawatthours"
"2026-09-15T19","ZOND","North","NYIS","New York Independent System Operator","534","megawatthours"
"2026-09-15T19","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","626","megawatthours"
"2026-09-15T19","ZONF","Capital","NYIS","New York Independent System Operator","858","megawatthours"
"2026-09-15T19","ZONG","Hudson Valley","NYIS","New York Independent System Operator","710","megawatthours"
"2026-09-15T19","ZONH","Millwood","NYIS","New York Independent System Operator","213","megawatthours"
"2026-09-15T19","ZONI","Dunwoodie","NYIS","New York Independent System Operator","587","megawatthours"
"2026-09-15T19","ZONJ","New York City","NYIS","New York Independent System Operator","6349","megawatthours"
"2026-09-15T19","ZONK","Long Island","NYIS","New York Independent System Operator","2127","megawatthours"
"2026-09-15T19","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","951","megawatthours"
"2026-09-15T19","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","20156","megawatthours"
"2026-09-15T19","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","5958","megawatthours"
"2026-09-15T19","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","9059","megawatthours"
"2026-09-15T19","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3265","megawatthours"
"2026-09-15T19","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","12838","megawatthours"
"2026-09-15T19","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","2709","megawatthours"
"2026-09-15T19","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","4102","megawatthours"
"2026-09-15T19","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","17342","megawatthours"
"2026-09-15T19","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","1749","megawatthours"
"2026-09-15T19","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1620","megawatthours"
"2026-09-15T19","EKPC","East Kentucky Power Cooperative zone","PJM","PJM Interconnection, LLC","2277","megawatthours"
"2026-09-15T19","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","2207","megawatthours"
"2026-09-15T19","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","1724","megawatthours"
"2026-09-15T19","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","4551","megawatthours"
"2026-09-15T19","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3169","megawatthours"
"2026-09-15T19","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","4484","megawatthours"
"2026-09-15T19","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1972","megawatthours"
"2026-09-15T19","PS","Public Service Electric & Gas zone","PJM","PJM Interconnection, LLC","4431","megawatthours"
"2026-09-15T19","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","177","megawatthours"
"2026-09-15T19","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-15T19","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","21","megawatthours"
"2026-09-15T19","Frep","Freeport","PNM","Public Service Company of New Mexico","35","megawatthours"
"2026-09-15T19","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-15T19","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","66","megawatthours"
"2026-09-15T19","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","0","megawatthours"
"2026-09-15T19","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","72","megawatthours"
"2026-09-15T19","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1296","megawatthours"
"2026-09-15T19","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","292","megawatthours"
"2026-09-15T19","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","9514","megawatthours"
"2026-09-15T19","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","1156","megawatthours"
"2026-09-15T19","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1588","megawatthours"
"2026-09-15T19","INDN","Independence Power & Light","SWPP","Southwest Power Pool","214","megawatthours"
"2026-09-15T19","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","426","megawatthours"
"2026-09-15T19","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","3457","megawatthours"
"2026-09-15T19","LES","Lincoln Electric System","SWPP","Southwest Power Pool","525","megawatthours"
"2026-09-15T19","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1813","megawatthours"
"2026-09-15T19","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","1998","megawatthours"
"2026-09-15T19","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","7196","megawatthours"
"2026-09-15T19","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2057","megawatthours"
"2026-09-15T19","SECI","Sunflower Electric","SWPP","Southwest Power Pool","896","megawatthours"
"2026-09-15T19","SPRM","City of Springfield","SWPP","Southwest Power Pool","744","megawatthours"
"2026-09-15T19","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","5275","megawatthours"
"2026-09-15T19","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3993","megawatthours"
"2026-09-15T19","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1623","megawatthours"
"2026-09-15T19","WR","Westar Energy","SWPP","Southwest Power Pool","5839","megawatthours"
"2026-09-15T19","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","365","megawatthours"
"2026-09-15T19","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2360","megawatthours"
"2026-09-15T19","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","65","megawatthours"
"2026-09-15T18","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","204","megawatthours"
"2026-09-15T18","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","302","megawatthours"
"2026-09-15T18","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","380","megawatthours"
"2026-09-15T18","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","11889","megawatthours"
"2026-09-15T18","SCE","Southern California Edison","CISO","California Independent System Operator","18120","megawatthours"
"2026-09-15T18","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","3503","megawatthours"
"2026-09-15T18","VEA","Valley Electric Association","CISO","California Independent System Operator","63","megawatthours"
"2026-09-15T18","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","21007","megawatthours"
"2026-09-15T18","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","2559","megawatthours"
"2026-09-15T18","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","8085","megawatthours"
"2026-09-15T18","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","24648","megawatthours"
"2026-09-15T18","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","2464","megawatthours"
"2026-09-15T18","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","13318","megawatthours"
"2026-09-15T18","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","6212","megawatthours"
"2026-09-15T18","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","2578","megawatthours"
"2026-09-15T18","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10140","megawatthours"
"2026-09-15T18","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","6525","megawatthours"
"2026-09-15T18","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","13232","megawatthours"
"2026-09-15T18","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","20241","megawatthours"
"2026-09-15T18","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","13436","megawatthours"
"2026-09-15T18","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","28930","megawatthours"
"2026-09-15T18","ZONA","West","NYIS","New York Independent System Operator","1476","megawatthours"
"2026-09-15T18","ZONB","Genesee","NYIS","New York Independent System Operator","915","megawatthours"
"2026-09-15T18","ZONC","Central","NYIS","New York Independent System Operator","1205","megawatthours"
"2026-09-15T18","ZOND","North","NYIS","New York Independent System Operator","513","megawatthours"
"2026-09-15T18","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","584","megawatthours"
"2026-09-15T18","ZONF","Capital","NYIS","New York Independent System Operator","836","megawatthours"
"2026-09-15T18","ZONG","Hudson Valley","NYIS","New York Independent System Operator","665","megawatthours"
"2026-09-15T18","ZONH","Millwood","NYIS","New York Independent System Operator","202","megawatthours"
"2026-09-15T18","ZONI","Dunwoodie","NYIS","New York Independent System Operator","576","megawatthours"
"2026-09-15T18","ZONJ","New York City","NYIS","New York Independent System Operator","6261","megawatthours"
"2026-09-15T18","ZONK","Long Island","NYIS","New York Independent System Operator","1993","megawatthours"
"2026-09-15T18","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","848","megawatthours"
"2026-09-15T18","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","19225","megawatthours"
"2026-09-15T18","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","5751","megawatthours"
"2026-09-15T18","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","8687","megawatthours"
"2026-09-15T18","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3122","megawatthours"
"2026-09-15T18","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","12227","megawatthours"
"2026-09-15T18","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","2545","megawatthours"
"2026-09-15T18","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","3797","megawatthours"
"2026-09-15T18","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","16812","megawatthours"
"2026-09-15T18","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","1640","megawatthours"
"2026-09-15T18","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1558","megawatthours"
"2026-09-15T18","EKPC","East Kentucky Power Cooperative zone","PJM","PJM Interconnection, LLC","2117","megawatthours"
"2026-09-15T18","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","2026","megawatthours"
"2026-09-15T18","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","1693","megawatthours"
"2026-09-15T18","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","4422","megawatthours"
"2026-09-15T18","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3136","megawatthours"
"2026-09-15T18","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","4419","megawatthours"
"2026-09-15T18","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1966","megawatthours"
"2026-09-15T18","PS","Public Service Electric & Gas zone","PJM","PJM Interconnection, LLC","4184","megawatthours"
"2026-09-15T18","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","170","megawatthours"
"2026-09-15T18","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-15T18","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","21","megawatthours"
"2026-09-15T18","Frep","Freeport","PNM","Public Service Company of New Mexico","36","megawatthours"
"2026-09-15T18","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-15T18","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","66","megawatthours"
"2026-09-15T18","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","4","megawatthours"
"2026-09-15T18","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","71","megawatthours"
"2026-09-15T18","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1294","megawatthours"
"2026-09-15T18","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","283","megawatthours"
"2026-09-15T18","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","9020","megawatthours"
"2026-09-15T18","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","1097","megawatthours"
"2026-09-15T18","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1561","megawatthours"
"2026-09-15T18","INDN","Independence Power & Light","SWPP","Southwest Power Pool","205","megawatthours"
"2026-09-15T18","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","421","megawatthours"
"2026-09-15T18","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","3298","megawatthours"
"2026-09-15T18","LES","Lincoln Electric System","SWPP","Southwest Power Pool","533","megawatthours"
"2026-09-15T18","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1718","megawatthours"
"2026-09-15T18","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2006","megawatthours"
"2026-09-15T18","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","6883","megawatthours"
"2026-09-15T18","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2064","megawatthours"
"2026-09-15T18","SECI","Sunflower Electric","SWPP","Southwest Power Pool","881","megawatthours"
"2026-09-15T18","SPRM","City of Springfield","SWPP","Southwest Power Pool","710","megawatthours"
"2026-09-15T18","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","5129","megawatthours"
"2026-09-15T18","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3969","megawatthours"
"2026-09-15T18","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1556","megawatthours"
"2026-09-15T18","WR","Westar Energy","SWPP","Southwest Power Pool","5710","megawatthours"
"2026-09-15T18","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","363","megawatthours"
"2026-09-15T18","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2303","megawatthours"
"2026-09-15T18","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","62","megawatthours"
"2026-09-15T17","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","200","megawatthours"
"2026-09-15T17","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","298","megawatthours"
"2026-09-15T17","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","379","megawatthours"
"2026-09-15T17","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","12174","megawatthours"
"2026-09-15T17","SCE","Southern California Edison","CISO","California Independent System Operator","17951","megawatthours"
"2026-09-15T17","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","3638","megawatthours"
"2026-09-15T17","VEA","Valley Electric Association","CISO","California Independent System Operator","58","megawatthours"
"2026-09-15T17","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","19971","megawatthours"
"2026-09-15T17","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","2436","megawatthours"
"2026-09-15T17","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","7946","megawatthours"
"2026-09-15T17","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","23082","megawatthours"
"2026-09-15T17","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","2310","megawatthours"
"2026-09-15T17","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","12614","megawatthours"
"2026-09-15T17","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","5896","megawatthours"
"2026-09-15T17","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","2415","megawatthours"
"2026-09-15T17","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10152","megawatthours"
"2026-09-15T17","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","6098","megawatthours"
"2026-09-15T17","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","12384","megawatthours"
"2026-09-15T17","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","20061","megawatthours"
"2026-09-15T17","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","12996","megawatthours"
"2026-09-15T17","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","27243","megawatthours"
"2026-09-15T17","ZONA","West","NYIS","New York Independent System Operator","1511","megawatthours"
"2026-09-15T17","ZONB","Genesee","NYIS","New York Independent System Operator","864","megawatthours"
"2026-09-15T17","ZONC","Central","NYIS","New York Independent System Operator","1198","megawatthours"
"2026-09-15T17","ZOND","North","NYIS","New York Independent System Operator","501","megawatthours"
"2026-09-15T17","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","530","megawatthours"
"2026-09-15T17","ZONF","Capital","NYIS","New York Independent System Operator","760","megawatthours"
"2026-09-15T17","ZONG","Hudson Valley","NYIS","New York Independent System Operator","632","megawatthours"
"2026-09-15T17","ZONH","Millwood","NYIS","New York Independent System Operator","195","megawatthours"
